발화문,의도
"우와. 우와, 정말 그런 보험도 다 있어? 꿀 같은 팁 정말 고마워!",neutral
집 안에 갇혀서 밖에 나갈 수가 없는 거 같아.,neutral
"아니, 요즘 다 왜 이러는 거야? 정말 이해가 안돼.",neutral
내가 좋아하는 유튜버가 뒷광고 때문에 시청자들한테 사과하는 영상을 올렸어.,neutral
너무 화가 나니까 영상 보는 거 자체가 싫어졌어.,neutral
그래주면 정말 고마워. 덕분에 맛있게 먹고 올 수 있을 것 같아.,neutral
나 프로젝트 드디어 끝냈어.,neutral
지금 마음 같아선 뭐라도 다 하고 싶어. 다 알려줘. 뭘 해야될지.,neutral
사람은 밖에 나가서 활동해야 하잖아. 하지만 코로나가 장기화 되면서 회사도 재택근무로 바뀌었어.,neutral
그런 노래도 있어? 좀 즐거운 걸로 알아봐줘.,neutral
요즘 사람들 때문에 미치겠어! 믿을 수 있는 사람들이 별로 없어!,neutral
나 혼자 고립된 것 같애.,neutral
내가 너무 잠이 깊이 들었었나봐. 부재중 전화도 못받고 그냥 잠에 골아떨어졌었어.,neutral
내 휴가가 엉망이 되었어!,neutral
하필 내 휴가 기간이랑 장마철이랑 겹쳐서 온통 물난리야.,neutral
나 요즘 주식 시작 했는데 너무 속상해 죽겠어.,neutral
요즘 뜬다는 바이오 주식인데 살 때는 좋았는데.,neutral
나도 정말 꿈인줄 알았어. 꿈이라기엔 너무 생생하게 이상한 소리였어.,neutral
지난 번에 음식물 쓰레기를 내가 그곳에 버려서 그래.,neutral
쓰레기 썩은 냄새랑 방향제 냄새랑 섞여서 이상해질까봐서 못 쓰겠어.,neutral
나 프로젝트 드디어 끝났다?,neutral
어 완전히 끝났어. 다 마무리 됐어.,neutral
코로나 때문에 재택근무 중이고 외출도 못하고 맨날 집에 있으니까 너무 우울하다.,neutral
그래. 그거라도 보면서 기분전환 해야겠다.,neutral
나 너무 우울해.,neutral
나는 자느라 몰랐는데 비가 많이 왔나봐. 지금 난리 났어!,neutral
그런 것도 있어? 그러면 한 번 올려줘. 기분이 너무 더럽거든.,neutral
"아니, 부재중 전화가 와서 알아봤더니 주변이 다 물바다인거야. 나만 홀로 갇혀있어.",neutral
온 동네가 다 물바다가 되어있어.,neutral
집 안 까지 들어오진 않았어. 그리고 나도 괜찮고. 나가는게 문제야.,neutral
내 휴가 정말 끝났어 이제.,neutral
나 너무 우울해.,neutral
기분이 좋아지는 음악을 들으면 기분이 나아질 거 같아.,neutral
나는 재미있는 영화나 신나는 음악이 좋더라고.,neutral
최종 발표를 마쳤으니까 프로젝트가 끝난거지!,neutral
신나는 음악을 들으면서 춤이라도 추고 싶어.,neutral
프로젝트 하느라고 한달 동안 친구를 못 만났었는데 친구를 이번 기회에 만나봐야겠어. 너무 신나!,neutral
프로젝트 하느라고 머리가 너무 아팠는데 어디 여행을 가서 머리 좀 식히고 오는 것도 좋을 것 같아. 어디로 가볼까?,neutral
최종 발표를 마쳤으니까 프로젝트가 완전히 끝난거야. 너무 신나!,neutral
신나는 음악을 들으면서 좀 즐기는 것도 괜찮을 거 같아!,neutral
프로젝트 하느라고 머리가 너무 아팠는데 이번 기회에 여행을 가서 머리 좀 식히고 와야겠어.,neutral
프로젝트 하느라고 머리가 너무 아팠는데 이번 기회에 여행을 가서 머리 좀 식히고 와야겠어.,neutral
나 휴가가 엉망이야!,neutral
여름에 바다를 보러 가기로 했는데 장마가 진대.,neutral
일이 너무 많아서 일년만에 휴가를 낸 건데 어쩜 이럴 수가 있어?,neutral
휴가 기간 내내 비가 온다니까 어쩔 수 없이 집에서 할 수 있는 걸 찾아봐야 할 거 같아. 그런데 너무 속상해.,neutral
사과를 하는데 너무 가볍게 사과를 하니까 진심이 안 느껴져. 거짓 사과 같아서 더 화가 나.,neutral
나 갇히게 된 거 같아!,neutral
홍수가 나서 나 혼자 집 안에 고립 된 거 같아.,neutral
갑자기 홍수가 나서 집 주위가 물이 차올라서 바깥으로 나갈 수가 없어.,neutral
아직까지 집 안으로 물이 안들어오고 몸은 괜찮지만 나 혼자 고립 되있다니까 너무 무서워.,neutral
아직까지 집 안에 물이 안들어오고 내 몸은 괜찮지만 혼자 있으니까 너무 무섭고 두려워.,neutral
내일 친구를 만나는데 뭘 먹어야할지 모르겠어.,neutral
내일 친구를 만나는데 뭘 먹어야할지 모르겠어.,neutral
강남역에서 친구를 만나기로 했어.,neutral
강남역에 맛집이 엄청 많아서 고르는게 머리가 아파. 나는 양식이 괜찮은 거 같아.,neutral
애피타이저를 푸짐하게 주는 집도 괜찮아. 내 친구가 엄청 좋아할 거 같아.,neutral
친구를 만나서 니가 추천한 곳에 가서 먹어볼게. 너무 기대 돼.,neutral
내가 좋아하는 유튜버가 사과 영상을 올렸어.,neutral
영상을 보는게 너무 싫어졌어. 내가 좋아하는 유튜버가 걸리고 나니까 아무 영상도 보기 싫어.,neutral
내가 좋아하는 유튜버가 걸려서 아무런 영상도 보고싶지 않아.,neutral
그래. 그게 좋겠다. 맛있겠다.,neutral
나 드디어 프로젝트 끝났어!,neutral
그동안 얼마나 열심히 했는지 말도 못하게 힘들었는데 이제 완전히 끝났어!,neutral
신나게 놀아야 되겠어. 맛있는 것도 먹고 음악도 틀고. 신나게 친구도 만나고!,neutral
정말 여행도 가고 싶어. 요즘은 휴가철이라 갈데도 많은 것 같아.,neutral
그래? 알았어. 고마운 얘기야. 언제든 이야기할게.,neutral
마음이 너무 힘들어. 답답하고 꿀꿀하고 무기력해졌어.,neutral
기분 전환을 한 번 해볼까? 음악도 듣고 그러고 싶은데 음악이 안 땡겨.,neutral
"영화는 재밌겠다. 영화를 한 편 봐야겠어. 재밌는 거, 웃을 수 있는 거를 찾아봐야겠어.",neutral
"아니, 요즘 왜 그러는거지 다들? 이해가 안되네.",neutral
유튜브에서 사기 광고를 하고 있어.,neutral
너무 실망스러워. 그만큼 재밌게 보고 믿었는데. 이게 다 가짜라니.,neutral
너무 화가 나니까 사과도 사과 같지가 않아. 진정성이 없어.,neutral
그런 것도 있어? 한 번 추천해주면 고맙지.,neutral
안녕하세요?,neutral
어. 강남역에서 만나기로 했어.,neutral
강남역에서 만나기로 했어.,neutral
응? 무슨 소리야? 무슨 대화를 완료했어?,neutral
나 갇힌 것 같아.,neutral
집에 있는데 밖에 물이 가득 차 있어! 홍수가 왔나봐.,neutral
자고 일어나보니 밖에가 난리가 아니야. 친구들 전화가 왔었는데 내가 못받았어.,neutral
밖으로 못 나가. 완전 꽉 막혔어. 다 차가 물에 잠기고 밖이 다 물바다야.,neutral
집 안은 괜찮은데 바깥이 난리야. 차도 잠겨있고 물만 보여.,neutral
내 휴가가 엉망이야!,neutral
가야하는데 장마가 와서 갈 수가 없어. 일 년 만에 휴간데 너무 속상해.,neutral
친구들하고 바닷가 가서 신나게 놀고 올 생각이었는데 비가 너무 많이 와서 못가게 됐어.,neutral
일년만에 휴가거든. 지금 일하고 있는 프로젝트가 끝나서 신나게 놀고 올 계획이었는데.,neutral
없겠지. 나갈 수가 없으니 집에서 영화나 봐야될 것 같아.,neutral
프로젝트를 하느라고 매일 바쁘고 힘들었는데 이번 기회에 여행을 가서 마음을 좀 휴식을 취하고 와야겠어.,neutral
아까는 해피가 다른 사람을 물까봐 엄청 놀라고 걱정했는데 집에 와서 쉬니까 조금 나아졌어.,neutral
축하해줘. 나 기분 좋은 일이 생겼어.,neutral
달리는 동안에는 너무 힘들고 지쳤는데 결승선을 통과하는 순간 기분이 너무 좋았어. 날아갈 것 같았어.,neutral
함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 돼줘.,neutral
헐! 나 이벤트에 당첨 됐어!,neutral
내가 좋아하는 인플루언서가 진행하는 이벤트에 당첨된 거야. 너무 기뻐!,neutral
당첨자는 한 명 뽑는 건데 내가 된 거야. 정말 행운이지?,neutral
당첨 선물이 내가 예전부터 갖고 싶었던 향수라서 너무 좋아. 너무 마음에 들어.,neutral
친구들한테 이벤트에 당첨됐다고 이야기 했더니 친구들이 엄청 부러워 한다?,neutral
내가 잠을 자는 동안에 비가 엄청 많이 와서 우리 동네가 홍수 피해 지역이 됐대.,neutral
아직까지 집 안에는 물이 들어오지 않아서 몸은 괜찮아. 하지만 혼자 있으려니까 너무 두려워.,neutral
아직까지는 집 안까지 물이 들어오지 않아서 다행이야. 그리고 아픈데는 아무데도 없어. 하지만 혼자 있으려니까 너무 두려워.,neutral
"아니, 요즘 다 왜 이러지? 정말 이해가 안돼.",neutral
내가 좋아하는 유튜버가 뒷광고를 했다고 시청자들한테 사과 영상을 올렸어.,neutral
기분전환용 영상이 어떤건지 궁금하긴 하네.,neutral
기분전환용 영상이 어떤거야? 나한테 말 좀 해줘봐.,neutral
내일 친구랑 약속 있는데 뭘 먹어야 될지 고민이야.,neutral
만나는 건 강남역에서 만나기로 했어.,neutral
그래. 같은 값이면 애피타이저도 잘 나오는 곳이 낫겠지?,neutral
알았어. 그거 보고 친구랑 상의해서 맛있게 먹고 올게.,neutral
나 드디어 프로젝트 끝냈어!,neutral
그럼. 주말에도 쉬지도 못하고 얼마나 고생한 건데. 어제부로 당당히 끝냈어.,neutral
그거 좋네. 신나는 음악 좀 부탁해.,neutral
그럼 더 바랄 나위도 없네. 내일 만나서 친구들이랑 상의해봐야 되겠어.,neutral
알았어. 내일 친구들이랑 만나서 여행 계획도 좀 세우고 재미있게 놀 거야.,neutral
나 요즘 너무 우울해.,neutral
사람은 밖에 나가서 활동을 해야되는데 코로나가 나의 삶을 다 망쳐놨어.,neutral
맞아. 밖에 나가서 햇빛도 좀 쬐고 여러 사람들이랑 만나야지 활기도 있을텐데. 몸이 계속 아픈 것 같애.,neutral
그런 음악 있으면 추천 좀 부탁해.,neutral
영화까지? 정말 금상첨화인데? 정말 고마워.,neutral
"아니, 요즘은 다들 왜 이러지? 정말 이해가 안돼.",neutral
내가 좋아하는 유튜버가 좋은 제품이라고 소개하더라고. 그래서 나도 같이 샀지. 그런데 알고 봤더니 그게 광고였대.,neutral
맞아. 그 사람에 대한 신뢰도까지 무너져버렸어. 너무 속상해.,neutral
사과도 우리가 증거를 들이 밀어서 받아낸 사과야. 그게 진정성 있겠어?,neutral
그런 영상 있으면 화끈한 걸로 하나 부탁해.,neutral
나 아무래도 갇힌 것 같애.,neutral
자고 일어났더니 온 동네가 다 물바다가 되어있어. 나 혼자 집에 갇혀있어.,neutral
난 자면 누가 업어가도 모르거든. 재난 문자가 와도 못 보고 그냥 잠만 잔 거야.,neutral
맞아. 온 동네가 물 바다고 우리 집만 나가도 걸어다닐 수가 없어. 물이 꽉 차있어서.,neutral
난 괜찮고 우리 집까지는 아직 안 들어왔어. 그러다가 또 비라도 오면 우리 집까지 들어올텐데 나 너무 무서워.,neutral
친구가 양식을 좋아하니까 양식이 좋겠어.,neutral
평점이랑 리뷰가 좋다고 하니까 친구랑 같이 가서 한 번 먹어볼게. 너무 기대가 돼.,neutral
평점과 리뷰가 좋다고 하니까 니가 추천한데로 가볼게. 친구랑 맛있게 먹고 올게!,neutral
기다리던 노트북이 와서 정말 기뻐. 140만원 주고 샀어.,neutral
노트북을 밖에 갖고 나갈 일도 생길 수도 있으니까 보험 가입을 생각해봐야겠어.,neutral
노트북을 가지고 나갈 일이 생길 수도 있으니까 보험 가입을 생각해봐야겠어.,neutral
쓰레기통에서 역겨운 냄새가 나고 있어.,neutral
음식물 쓰레기를 내가 쓰레기통에 버려서 생긴 일이니까 힘들어도 얼른 해야지.,neutral
음식물 쓰레기를 내가 쓰레기통에 버려서 생긴 일이잖아. 힘들어도 얼른 치워야 해. 벌레가 많이 생길 것 같아.,neutral
쓰레기통에서 역겨운 냄새가 나!,neutral
쓰레기통에서 냄새가 나서 그 안을 뒤져봤는데 음식물 쓰레기가 상해서 냄새가 나는 거였어.,neutral
냄새가 너무 심하고 날파리가 생길 것 같아서 당장 묶어서 버려야할 것 같아.,neutral
냄새가 너무 심해서 방향제로 안될 수도 있어.,neutral
내가 음식물 쓰레기를 쓰레기통에 버려서 생긴 일이잖아. 힘들어도 청소를 해야지.,neutral
화장실은 청소를 해도 곰팡이가 없어지질 않아.,neutral
습기가 많고 환기가 잘 되지 않아도 매일매일 청소를 하는데 왜 곰팡이가 없어지지 않지?,neutral
곰팡이 제거제를 사용하면 효과가 있을까?,neutral
그래? 곰팡이 제거제가 효과가 있다고 하니까 나 한번 구매해서 사용해볼래.,neutral
프로젝트에 최종 발표를 마쳤으니까 모두 다 끝난 거야. 너무 홀가분해.,neutral
너무 기분이 좋아서 신나는 음악을 들으면서 춤추고 싶어.,neutral
프로젝트를 하느라고 한달동안 친구를 못만났는데 못만났던 친구들을 만날 약속을 잡아야겠어.,neutral
오랜만에 여기저기 여행하면서 마음의 여유를 갖는 것도 좋을 것 같아.,neutral
친구들이랑 모여서 바다에 가서 실컷 놀고 오기로 했어.,neutral
잠을 설치다가 겨우 잠이 들었는데 갑자기 큰 소리에 천둥번개가 일어나서 엄청 놀라서 깼어.,neutral
그렇게 큰 천둥번개 소리는 처음이었어. 정말 놀랬어.,neutral
천둥번개로 다른 피해는 다행이 없었어. 내가 깜짝 놀랜 거 빼고는 다 괜찮았어.,neutral
천둥번개로 내가 놀랜 거 빼고는 다행히 다른 피해가 없었어.,neutral
주가가 오를 생각을 하지 않고 계속 떨어지고 있으니까 팔아야할 것 같기도 하고 너무나 고민이 돼.,neutral
조금 더 지켜보면 주가가 오를까? 너무 걱정이 돼.,neutral
집에 와서 좀 쉬니까 마음이 진정이 됐어. 해피가 다른 사람을 물지 않아서 정말 다행이야.,neutral
나 너무 우울해.,neutral
코로나로 재택근무를 시작하면서 매일 집에 있다보니까 마음이 울적해.,neutral
나는 신나는 음악이랑 재밌는 영화가 좋더라고. 재미있고 신나는 것 좀 찾아줘.,neutral
나는 신나는 음악이랑 재밌는 영화가 좋아. 재미있고 신나는 것 좀 찾아줘.,neutral
헐. 나 이벤트에 당첨됐어.,neutral
비싼 향수를 당첨선물로 받았으니까 주변 사람들한테 엄청 자랑했어. 너무 부러워 하더라구.,neutral
비싼 향수를 당첨선물로 받아서 친구들한테 엄청 자랑했어. 친구들이 다들 부러워했어.,neutral
아니. 요즘 다 왜 이러는 거야? 이해가 안 돼.,neutral
내가 믿었던 유튜번데 뒷광고를 했다고 하니까 너무 실망스럽고 화가 나.,neutral
내가 지금 너무 화가 나고 열이 나는 상탠데 내 기분을 낮춰줄 영상이 하나 있을까?,neutral
지금은 너무 화가 나서 아무 영상도 보고싶지 않아.,neutral
나 아무래도 갇힌 것 같아.,neutral
갑자기 내린 비로 집 밖이 물바다래.,neutral
아직까지는 집 안에까지 물이 들어오진 않았어. 그리고 몸이 아픈 데는 없어. 하지만 혼자 있으니까 너무 무서워.,neutral
아직까지는 집 안으로 물이 들어오진 않았어. 몸도 아픈 데는 없어. 하지만 혼자 있으니까 너무 무서워.,neutral
내일 친구랑 만나기로 했는데 뭘 먹어야 할지 모르겠어.,neutral
강남역이야. 그 곳은 정말 식당이 너무 많아.,neutral
난 둘 다 다 좋아. 좋은 곳으로 소개 좀 시켜줘.,neutral
완전 환상적이지. 에피타이저까지 나오면 금상첨화야.,neutral
정말 고마워. 친구랑 상의해서 정말 맛있게 먹고 올게.,neutral
나 드디어 프로젝트 끝났어.,neutral
사람은 밖에 나가서 활동해야 하는데 코로나가 내 일상을 완전히 망가뜨려 놨어.,neutral
맞아. 하루종일 집에만 있으니깐 몸도 찌뿌둥하고 밤에 잠도 안 와.,neutral
기분이 좋아질만한 음악 좀 추천해줘봐.,neutral
어 영화까지 찾아주면 난 정말 행복할 거 같애.,neutral
내가 좋아하는 유튜버가 추천하길래 나도 제품 하나를 샀지. 그랬더니 그게 돈받고 하는 광고였대.,neutral
실망스러운 건 이루 말로 할 수가 없어. 하물며 사과도 우리가 증거를 들이대니까 그때서야 하는거야. 마지못해서.,neutral
그런게 있으면 화끈하게 때려부시는 영상으로 하나 부탁해.,neutral
나의 이 복잡한 마음을 잔잔한 호수처럼 만들어줄 수 있는 영상으로 부탁해.,neutral
자고 일어났더니 온 동네가 다 물바다야. 나 혼자서 집안에 갇혀있어.,neutral
바보같이 자다가 재난문자도 못받고 피하라는 전화도 못받고. 그래서 혼자 이렇게 갇히게 된 거야.,neutral
어. 사방이 다 물로 막혀있어.,neutral
일단은 집 안까지는 물이 안 들어와서 나도 괜찮아.,neutral
일식. 나는 이게 좋아 일식. 그런데 그 친구는 뭘 좋아할지 모르겠어.,neutral
그것도 좋은 것 같아. 푸짐하게 주면 더 많이 먹을 수 있고.,neutral
정말? 좋은 추천 부탁해.,neutral
나 드디어 프로젝트 끝났어.,neutral
한 달 동안 얼마나 열심히 했는지 쉬지도 않고 일을 했어. 진짜 끝났어.,neutral
그래. 음악도 듣고 맛있는 것도 먹고 친구들도 만나야 되겠어.,neutral
내일 친구를 만나는데 뭘 먹어야할지 모르겠어.,neutral
강남역에서 친구를 만나기로 했는데 아직도 뭘 먹을지 못정했어.,neutral
강남역에 맛집이 너무 많아서 선택하기가 힘들더라구. 나는 일식을 좋아하니까 친구랑 일식을 먹고 싶어.,neutral
평점도 리뷰도 좋다고 하니까 정말 맛있는 집인 것 같아. 너의 말을 믿고 한번 친구랑 가볼게.,neutral
평점과 리뷰가 좋다고 하니까 정말 맛있는 집인 것 같아. 너의 말대로 한번 음식점에 가볼게.,neutral
드디어 구매한 노트북이 도착했어.,neutral
프로젝트가 너무 많고 바빠서 일년만에 받은 휴가인데 어쩜 휴가를 갈 수가 없게 됐어.,neutral
노트북 상태가 너무 궁금해서 오자마자 노트북을 살펴봤어. 노트북을 켜보니까 너무 작동을 잘하고 문제있는 곳이 한곳도 없었어.,neutral
가끔 바깥에 나가서 작업할 일도 생기니까 아무래도 컴퓨터 보험을 들어볼 생각을 해봐야겠어.,neutral
가끔 밖에 나가서 작업할 일도 생길테니까 컴퓨터 보험 가입을 생각해봐야겠어.,neutral
화장실은 자꾸 청소를 해도 곰팡이가 없어지지 않아.,neutral
화장실이 습기가 많고 환기가 잘 되지 않아도 매일매일 화장실 청소를 하는데 곰팡이는 왜 안없어지지?,neutral
너의 말대로 장마철이라서 습기가 더 생겨서 그런지 화장실에 곰팡이가 더 많이 보여. 볼 때마다 청소를 하는데 너무 힘들어.,neutral
곰팡이 제거제가 화장실에 곰팡이를 제거하는데 효과가 있을까?,neutral
곰팡이 제거제가 곰팡이를 제거하는데 큰 효과가 있다고 하니까 나도 한 번 구매해볼래. 좋은 제품 좀 알아봐줘.,neutral
쓰레기통에서 역겨운 냄새가 나고 있어.,neutral
몇 명 안 돼. 한두명 뽑는 거 같아. 이건 행운이야.,neutral
쓰레기통에서 이상한 냄새가 나서 쓰레기통 안을 뒤져봤더니 예전에 먹었던 음식물쓰레기가 상해서 역겨운 냄새가 나더라구.,neutral
헐. 나 이벤트 당첨됐어.,neutral
너의 추천을 믿고 친구랑 가서 먹어볼게.,neutral
너가 추천한 곳이니까 믿고 가서 먹어볼게.,neutral
아니 요즘 다 왜 이러는 거야? 이해가 안돼.,neutral
내가 좋아하는 유튜버가 시청자들한테 뒷광고를 했다고 사과 영상을 올렸어.,neutral
"자신은 절대로 뒷광고를 하지 않았다고 말을 했는데, 오늘 사과 영상을 보니까 너무 화가 나고 짜증이 났어.",neutral
사과 영상을 봤는데 자기 변명만 하고 있었어. 사과가 진실되지 않아 보였어.,neutral
나 지금 너무 화가나고 짜증이 나는데 어떤 영상을 보여줄건데?,neutral
나 너무 우울해.,neutral
한달 동안 프로젝트를 진행하느라고 친구들을 못만났는데 친구를 만나는 것도 좋은 방법 같아.,neutral
너의 말대로 오랜만에 여행을 가는 것도 의미가 있을 거 같아.,neutral
내 휴가가 엉망이야.,neutral
오늘부터 일주일 동안 휴가 기간인데 휴가 기간 내내 비가 온대.,neutral
가족들이랑 동해 바다에 가서 놀고 오기로 했는데 비 땜에 망했어.,neutral
일년만에 받은 휴가인데 비가 도움을 안줘.,neutral
휴가 기간 내내 비 소식이 있으니까 아무래도 너의 말대로 집에서 쉬면서 휴가 보낼 생각을 해야할 거 같아.,neutral
노트북이 늦게 배송 돼서 걱정하고 있었는데 오늘 도착해서 기분이 좋아. 120만원짜리 노트북을 구매했어.,neutral
노트북을 밖에 가지고 나갈 일이 생길 수도 있으니까 노트북 보험에 대해서 생각해볼게.,neutral
노트북 메뉴얼을 보면서 어떻게 사용해야 하는지 생각해볼게.,neutral
화장실에 곰팡이는 청소를 해도 없어지지 않아.,neutral
장마철이라서 습기가 많아서 곰팡이가 많이 생기나봐. 곰팡이를 없앨 수 있는 방법이 있을까?,neutral
알았어. 그런 곳으로 한 두 군데 더 알려줘!,neutral
정말 고마워. 잘 먹고 올게.,neutral
그럼. 한 달 간 주말도 반납하고 얼마나 열심히 일했는데.,neutral
알았어. 뭐든 하고 싶어. 다 알려줘.,neutral
벌써 내일 다 만나기로 약속했지.,neutral
만나서 여행 계획 세우기로 했어.,neutral
코로나 때문에 회사도 재택 근무로 바뀌었잖아.,neutral
맞아. 사람들을 만나고 활동을 해야되는데 집에 있으니 몸이 아플라고 해.,neutral
좋은 생각이야. 그런 노래도 있었어? 빨리 알려줘.,neutral
영화까지 찾아주면 내 기분이 더 밝아질 거 같아.,neutral
"아니, 내가 좋아하는 유튜버가 좋은 제품이라고 하길래 나도 샀지! 그런데 알고봤더니 돈 받고 하는 광고였던 거야.",neutral
더 실망스러운 건 처음엔 사과도 하지 않더라고.,neutral
사람들이 막 뭐라고 하니까 억지로 하는 사과는 진정성도 없었어. 더 상처 받았어.,neutral
나 혼자 갇힌 것 같아.,neutral
우리집 주변으로 아무도 없어. 그리고 밖에 물이 너무 많아서 나갈 수도 없고.,neutral
아니. 자고 일어났더니 재난 문자랑 대피 전화가 와 있었는데 못 받았지 뭐야.,neutral
그렇다고 할 수 있지. 물로 다 싸여 있어.,neutral
헐! 나 이벤트에 당첨 되었어!,neutral
내가 좋아하는 인플루언서가 이벤트를 열었더라고. 그래서 그냥 신청해봤지.,neutral
딱 한 명 뽑는데 내가 된 거야.,neutral
응. 비싸서 못 산 향수였어.,neutral
아직 안했어. 상품이 오면 같이 자랑해야지.,neutral
어. 강남역 근처에서 만나기로 했어.,neutral
나는 양식이 더 좋을 것 같애.,neutral
어. 거기로 가야겠다. 너무 좋을 것 같아.,neutral
응. 정말 고마워. 거기로 가볼게.,neutral
오늘부터 휴가인데 장마철이랑 겹쳐서 하루종일 비가 와.,neutral
원래 휴가 계획은 여름 바다로 놀러가기로 했었지.,neutral
그 동안 회사가 너무 바빠서 가지를 못했어. 1년 만인 것 같아.,neutral
나 드디어 프로젝트가 끝났어!,neutral
좋은 생각이야. 나도 게임이나 영화를 하고 그냥 뒹굴뒹굴 지낼래.,neutral
"어, 그럼. 완전 끝났어. 정말 좋다.",neutral
응. 그거 너무 좋을 거 같은데? 한 번 해볼게.,neutral
우와. 그것도 진짜 좋을 거 같아. 너무 고맙다.,neutral
좋을 거 같아. 생각 한 번 해볼게.,neutral
갑자기 목줄이 끊어져버린거야! 얼마나 놀랐는지 몰라.,neutral
어. 코로나 때문에 정말 나갈 수도 없고. 답답해.,neutral
주변 사람들도 반려견을 데리고 있어서 다들 나를 위로해주더라고.,neutral
정말정말 너무 지치는 것 같애.,neutral
지금은 괜찮아졌지. 내 걱정은 하지 마.,neutral
"응. 그거 좋은 생각이다. 근데, 그거 가지고 좀 나아질까?",neutral
그래. 정말 고마워.,neutral
친구한테 연락이 왔어. 그래서 같이 시작하게 된거야.,neutral
아니 요즘 다 정말 왜 이러는 거지? 이해가 안 돼.,neutral
요즘 가장 뜨고 있는 바이오 주식이야.,neutral
처음 살 때보다 많이 떨어졌어.,neutral
응. 너무너무 실망스러워.,neutral
아니. 그런 것 같지도 않았어.,neutral
지금 팔 수도 없어. 팔면 손해가 너무 심해서.,neutral
아 그거 너무 좋지. 고마워!,neutral
"우와, 나 갇힌 것 같아.",neutral
나 축하해줘. 기분 좋은 일이 생겼어.,neutral
눈을 떠보니 밖에 온통 물 밖에 없네. 어쩌지?,neutral
선수처럼 잘 뛰진 않고 내 기록보다 훨씬 기록이 단축되었어.,neutral
결승선을 통과하는 순간 힘들었던게 싹 잊혀지더라고.,neutral
당연히 서로 의지하면서 뛰는 사람들 있지.,neutral
놀란 거 빼고는 딱히 피해는 없었어. 그냥 천둥 몇 번 더 치고 끝나더라고.,neutral
화장실은 청소를 해도 곰팡이가 없어지질 않아.,neutral
신나는 음악을 듣는 것도 엄청 좋을 것 같아.,neutral
여행 계획을 세워서 여행을 다녀오는 것도 의미가 있을 것 같아.,neutral
아니. 요즘 다 왜 이러는 거야? 정말 이해가 안돼.,neutral
뒷광고를 했다는 사실에 너무 화가 나고 배신감이 느껴져.,neutral
갑자기 나한테 영상을 소개하면 어떡해. 내 이야기 좀 들어줘.,neutral
내 휴가가 엉망이야.,neutral
오늘부터 일주일 간 휴가기간인데 그 기간 동안 계속 비가 온대.,neutral
휴가기간 동안 가족들이랑 서해 바다에 가서 놀다 오기로 했어. 그런데 비 때문에 망했어.,neutral
그동안 너무 바쁘고 일이 많아서 일년만에 받은 휴가인데 비가 온다고 하니까 아무데도 못 갈 거 같아.,neutral
화장실에 곰팡이는 아무리 청소를 해도 안 없어져.,neutral
그래서 매일매일 신경쓰고 청소를 하고 있는데 곰팡이가 안 없어져.,neutral
청소를 해도 곰팡이가 계속 보이니까 신경이 많이 쓰여. 곰팡이를 제거 할 수 있는 방법이 있을까?,neutral
곰팡이를 제거하는데 곰팡이 제거제가 효과가 있대?,neutral
나 곰팡이 제거제를 구입해서 사용해보고 싶어. 좋은 제품 좀 추천해줘.,neutral
노트북이 비싸니까 노트북 보험에 가입하는 것도 괜찮을 거 같아. 생각해볼게.,neutral
내가 쓰레기통에 음식물 쓰레기를 버렸더니 상해서 냄새가 나는 거야.,neutral
나 내일 친구랑 약속 있어. 근데 뭘 먹어야 하지?,neutral
에휴. 내가 음식물 쓰레기를 쓰레기통에 버린게 잘못이지. 얼른 청소해야겠어.,neutral
강남역이야. 복잡한 곳이지.,neutral
난 둘 다 다 좋아. 내 친구도 그럴 걸?,neutral
애피타이저 정말 좋아하지.,neutral
평점도 좋은데 리뷰도 좋으면 정말 금상첨화다.,neutral
나 드디어 프로젝트 끝냈어!,neutral
신나는 음악 좋지.,neutral
친구들한테 당장 약속 할게.,neutral
알았어. 친구들하고 만나서 여행 계획 세울게.,neutral
나 오늘 정말 우울해.,neutral
코로나 때문에 회사도 재택근무 한대.,neutral
사람들하고 만나서 수다도 좀 떨어야 되는데 그러지 못하니까 더 힘들어.,neutral
영화까지? 정말 좋은데?,neutral
요즘 다들 왜 이러는지 정말 이해가 안 가.,neutral
"아니, 유튜버가 자꾸 좋은 제품이라고 사라고 하더라고. 그런데 알고 봤더니 뒷광고였어.",neutral
억지로 하는 사과는 진정성이 없어.,neutral
그런 영상 있었어? 추천 해 줘봐.,neutral
나 갇힌 것 같아.,neutral
자고 일어났더니 재난 문자가 와 있더라고. 자다가 못 받은 것 같애.,neutral
다행히 우리 집 까지는 들어오지 않았어. 그래서 내 몸은 괜찮아.,neutral
헐! 나 이벤트에 당첨되었어!,neutral
유명한 인플루언서가 이벤트를 내걸었더라고.,neutral
딱 한 명 뽑는데 그게 내가 되었어!,neutral
당연하지! 완전 비싼 향수야.,neutral
동해 바다로 갈 생각이었지.,neutral
회사가 바빠서 한 달 만에 낼 수가 없어서 일 년 정도 걸렸어.,neutral
아니 아까 해피랑 산책하다 정말 깜짝 놀랐어.,neutral
갑자기 목줄이 끊어져버린 거야!,neutral
주변에 사람들이 그렇게 많지는 않았어.,neutral
다행히 지금은 진정 됐어. 걱정 하지 마.,neutral
이번에 마라톤 대회에서 내 기록이 많이 단축되었어!,neutral
